id,name,type,length_km,voltage,installed,capacity_mw,status,from_trf_id,from_sub_id,to_trf_id,to_sub_id
LINE-5BA12FC1,Line_1165,Overhead,49.92,20kV,31-08-24,180,Active,TRF-4BF8AC44,,TRF-C3B91D6E,
LINE-CC94CE7E,Line_1166,Underground,40.98,10kV,17-01-19,31,Under_Repair,TRF-863D6434,,,SUB-5F509FF6
LINE-B8E2868D,Line_1167,Overhead,7.58,20kV,07-06-03,126,Active,TRF-752E4F78,,TRF-71A27110,
LINE-BA0B23E1,Line_1168,Cable,38.17,10kV,13-07-16,92,Under_Repair,TRF-4420D8C6,,TRF-CD90E6F0,
LINE-00813051,Line_1169,Cable,24.57,110kV,30-06-07,5,Active,,SUB-83DE65C0,TRF-074F8148,
LINE-847508DA,Line_1170,Cable,39.81,10kV,30-11-14,91,Active,TRF-87E412AA,,TRF-2ED239EB,
LINE-98DF3F3D,Line_1171,Cable,43.26,20kV,26-10-23,192,Active,TRF-9109276B,,TRF-A6A37DB7,
LINE-87DB2DB5,Line_1172,Cable,37.13,10kV,13-02-08,74,Active,TRF-CA866BB8,,TRF-B5213C6A,
LINE-2041AF67,Line_1173,Cable,21.67,10kV,14-11-12,92,Active,TRF-4F74CDB1,,TRF-C07CA514,
LINE-B2AEC2F8,Line_1174,Underground,15.74,20kV,20-11-11,147,Under_Repair,,SUB-F98EAA69,TRF-D63FE7A6,
LINE-8A7CA81A,Line_1175,Cable,32.22,20kV,24-07-22,164,Under_Repair,TRF-80D15076,,TRF-B157CFA1,
LINE-EDF1F96A,Line_1176,Overhead,33.23,10kV,22-04-20,194,Active,TRF-0CC40B48,,TRF-79C90EF0,
LINE-32CF9160,Line_1177,Cable,0.74,110kV,19-08-22,93,Active,TRF-3153E252,,TRF-6AE1A667,
LINE-3E2C2909,Line_1178,Underground,47.35,10kV,11-05-17,86,Active,TRF-261E4FE7,,TRF-36E7E4CA,
LINE-6B047051,Line_1179,Cable,43.1,10kV,28-06-01,200,Active,TRF-2A116BE3,,TRF-0499EBEE,
LINE-394477F3,Line_1180,Underground,19.68,10kV,01-07-06,53,Active,TRF-F3F6F533,,TRF-9BCE1A03,
LINE-8CEF19A0,Line_1181,Cable,2.64,10kV,26-01-01,121,Active,TRF-EBE9193C,,TRF-D68C1E84,
LINE-CD9BCAED,Line_1182,Cable,34.46,20kV,01-01-15,156,Active,TRF-80D15076,,TRF-53B774E8,
LINE-7D84E20A,Line_1183,Underground,43.28,10kV,27-08-07,197,Active,TRF-4A7FB2F6,,TRF-80BEBEAE,
LINE-0700954A,Line_1184,Overhead,7.4,10kV,06-07-17,195,Active,TRF-11C0AE49,,TRF-8FC01369,
LINE-BD07533B,Line_1185,Cable,2.41,110kV,15-03-03,131,Active,TRF-36E7E4CA,,TRF-386BCDD2,
LINE-4DD019B0,Line_1186,Underground,39.7,110kV,05-02-20,123,Under_Repair,TRF-2E4EB046,,TRF-37B61C75,
LINE-41972AF3,Line_1187,Underground,40.97,110kV,11-07-00,142,Active,TRF-2E4EB046,,TRF-73219D7C,
LINE-8DC063DA,Line_1188,Cable,44.92,110kV,13-03-01,27,Under_Repair,TRF-5E806F57,,TRF-E76D101B,
LINE-67AA9BA6,Line_1189,Cable,43.67,20kV,26-06-17,160,Active,TRF-14F16957,,TRF-64144C57,
LINE-5E7B86EA,Line_1190,Underground,48.55,20kV,31-03-00,83,Active,TRF-FCB31B3E,,TRF-3CC61D2D,
LINE-4C7F0BD4,Line_1191,Overhead,18.74,20kV,23-09-18,101,Under_Repair,TRF-CEEDED0C,,TRF-C74B2789,
LINE-F54C2074,Line_1192,Underground,37.96,10kV,16-11-19,171,Active,TRF-B4F8519F,,TRF-17BD6236,
LINE-42765241,Line_1193,Cable,17.76,20kV,25-01-19,114,Active,TRF-D76F1C7E,,TRF-1A21E2A0,
LINE-7ADB1B42,Line_1194,Overhead,39.65,10kV,18-12-21,41,Under_Repair,TRF-ED3F5DCA,,TRF-4DCA33D8,
LINE-04AD55C4,Line_1195,Underground,18.09,20kV,20-06-24,143,Active,TRF-4A1A3F11,,TRF-5F2FDD69,
LINE-B146CE93,Line_1196,Cable,6.36,10kV,04-01-16,100,Active,TRF-571621EB,,TRF-C66F530D,
LINE-4922178D,Line_1197,Cable,23.51,10kV,21-03-02,1,Active,TRF-943635DA,,TRF-21BE5E59,
LINE-A2D4D76B,Line_1198,Underground,24.01,20kV,01-04-03,9,Active,,SUB-753DF0FA,TRF-83D9DD54,
LINE-6C08063E,Line_1199,Overhead,6.62,110kV,20-05-18,191,Active,TRF-A96E1F13,,TRF-3C0C5B13,
LINE-2B0F2404,Line_1200,Cable,4.3,20kV,07-03-07,44,Active,TRF-9B71805D,,TRF-93925574,
LINE-2234BF03,Line_1201,Cable,8.84,10kV,26-05-08,17,Active,TRF-B68ED922,,,SUB-F8A6B751
LINE-CC733C8A,Line_1202,Overhead,8.75,10kV,06-12-17,120,Active,TRF-B0DE7F22,,TRF-D3CC8B55,
LINE-AB9990B8,Line_1203,Cable,25.8,10kV,15-07-18,75,Active,TRF-518601AC,,TRF-1358C72D,
LINE-38D697D9,Line_1204,Overhead,5.67,110kV,16-03-18,36,Active,TRF-8C73628B,,TRF-BFD4A5A6,
LINE-FC88A4D4,Line_1205,Underground,14.86,10kV,23-12-10,37,Active,TRF-B9DA8FAE,,TRF-B758B740,
LINE-5410C5EE,Line_1206,Overhead,45.41,10kV,14-10-11,30,Under_Repair,TRF-AF225B11,,TRF-A5DCB551,
LINE-774A56D6,Line_1207,Underground,7.21,20kV,21-09-00,109,Active,TRF-8FC412EE,,TRF-4A9756DA,
LINE-395E7003,Line_1208,Overhead,4.48,10kV,20-11-14,121,Active,TRF-3F174D5F,,TRF-0671F876,
LINE-2F56079B,Line_1209,Underground,48.2,10kV,16-06-22,52,Active,TRF-C1CEC497,,TRF-CFBBF746,
LINE-EF26D4C2,Line_1210,Overhead,1.54,10kV,04-09-12,131,Active,TRF-CA866BB8,,TRF-4A769576,
LINE-7C33F7D0,Line_1211,Overhead,41.87,20kV,23-07-15,151,Active,TRF-5598A61C,,TRF-E21ACF6A,
LINE-2629FC4E,Line_1212,Overhead,17.42,10kV,22-05-10,49,Active,TRF-CE5A2DA3,,TRF-2EFD2BF0,
LINE-0633B2F5,Line_1213,Cable,4.11,10kV,07-04-24,44,Active,TRF-772286D5,,TRF-319EF4F4,
LINE-91B87035,Line_1214,Overhead,40.11,20kV,21-11-19,172,Under_Repair,TRF-A9A9198F,,TRF-6C438A0A,
LINE-CB9EACFB,Line_1215,Cable,35.85,110kV,27-05-17,30,Active,TRF-3153E252,,TRF-7764BB89,
LINE-F33A4128,Line_1216,Cable,40.44,10kV,07-03-13,84,Active,TRF-491C717B,,TRF-8353F576,
LINE-DC71C66D,Line_1217,Cable,19.56,10kV,29-04-08,50,Under_Repair,TRF-3CE3E202,,TRF-F067993C,
LINE-AF8DE000,Line_1218,Overhead,17.29,10kV,23-02-02,196,Under_Repair,TRF-AB696DB6,,,SUB-E4F41F7A
LINE-B0BAEE24,Line_1219,Underground,17.29,20kV,15-05-22,190,Under_Repair,,SUB-4DF7C565,TRF-67473465,
LINE-6F48F920,Line_1220,Overhead,40.52,110kV,08-07-18,29,Active,TRF-A5276E14,,TRF-13D3FF89,
LINE-F175798F,Line_1221,Cable,12.25,10kV,16-07-19,121,Active,TRF-0CF96BD1,,TRF-9098F318,
LINE-2DCFF123,Line_1222,Underground,24.23,10kV,31-03-16,102,Active,TRF-E9A52B26,,TRF-27F4C203,
LINE-D0F1E873,Line_1223,Overhead,32.96,10kV,29-08-15,102,Active,TRF-0F32351C,,TRF-3F174D5F,
LINE-2A92A830,Line_1224,Cable,34.78,10kV,14-06-11,89,Active,TRF-E89321FE,,TRF-6D4018C6,
LINE-93F61EF4,Line_1225,Underground,5.26,10kV,16-09-09,142,Under_Repair,TRF-D0349D6D,,TRF-26116DBA,
LINE-F2411E54,Line_1226,Underground,20.31,20kV,05-07-03,168,Active,TRF-F9333865,,TRF-EF02224C,
LINE-A6F6BFC8,Line_1227,Underground,40.33,10kV,26-11-06,166,Under_Repair,TRF-8646A9C9,,TRF-07C37FDD,
LINE-3CFF2478,Line_1228,Overhead,4.27,20kV,25-10-14,160,Active,TRF-E8880513,,TRF-A9E458B4,
LINE-C2D176EE,Line_1229,Overhead,48.75,10kV,27-11-23,197,Active,TRF-29127733,,TRF-CE241410,
LINE-74170BA6,Line_1230,Underground,7.17,20kV,28-05-20,71,Active,TRF-6C9C8571,,TRF-775DC4DD,
LINE-356377E9,Line_1231,Underground,40.59,400kV,15-11-05,58,Active,,SUB-BC527554,TRF-DD6C935E,
LINE-9769BF7E,Line_1232,Cable,20.8,20kV,05-10-01,117,Active,TRF-CEEDED0C,,TRF-8646A9C9,
LINE-F27CF090,Line_1233,Underground,43.74,10kV,27-04-13,28,Active,TRF-1F42D6D6,,TRF-2B0B7D5C,
LINE-8347EDFA,Line_1234,Overhead,11.71,10kV,21-12-23,110,Active,TRF-274927A9,,TRF-3675590E,
LINE-8049C5B0,Line_1235,Underground,15.79,110kV,07-10-21,22,Active,TRF-8EDDB558,,TRF-69996A1C,
LINE-2FECAF37,Line_1236,Cable,36.61,10kV,26-12-16,191,Under_Repair,TRF-FC1E0D0D,,TRF-07262C24,
LINE-9CFD98E7,Line_1237,Overhead,28.78,20kV,06-03-00,200,Under_Repair,TRF-CE241410,,TRF-B22A5D08,
LINE-E0F0D5AB,Line_1238,Cable,35.23,10kV,08-06-17,163,Active,TRF-619FD54A,,,SUB-B73B3315
LINE-ED2F9B7B,Line_1239,Cable,22.21,20kV,30-05-23,65,Active,TRF-8F804E13,,TRF-A6A37DB7,
LINE-92131F73,Line_1240,Underground,21.51,10kV,02-06-09,23,Active,TRF-73F7C616,,TRF-56B0F9C6,
LINE-8B5F1CA6,Line_1241,Cable,20.65,20kV,02-01-05,173,Under_Repair,TRF-7B4E7F3C,,TRF-2E4EB046,
LINE-596156B8,Line_1242,Overhead,0.31,10kV,01-10-05,93,Active,TRF-270D6A38,,TRF-EF511071,
LINE-EA8629A3,Line_1243,Underground,43.2,20kV,02-06-18,41,Active,TRF-46072055,,TRF-851B820C,
LINE-02215799,Line_1244,Cable,44.56,20kV,06-11-04,80,Active,TRF-A9A9198F,,,SUB-B36B0359
LINE-3CFC8DB8,Line_1245,Cable,0.42,20kV,26-11-08,167,Active,TRF-B9ED7385,,TRF-329A2F9C,
LINE-5032AB1A,Line_1246,Overhead,12.56,10kV,12-12-24,132,Active,TRF-E26E95F5,,TRF-21E50199,
LINE-EEE4D476,Line_1247,Underground,16.01,110kV,08-04-10,175,Under_Repair,TRF-329A2F9C,,TRF-2E4EB046,
LINE-4B4F54B1,Line_1248,Overhead,6.5,20kV,22-01-22,190,Under_Repair,TRF-8F804E13,,TRF-9D232F90,
LINE-F5423B65,Line_1249,Overhead,7.14,10kV,06-12-04,72,Active,TRF-2E4AB2B1,,TRF-EA2F459C,
LINE-3BB2BFDE,Line_1250,Overhead,15.04,20kV,19-12-09,10,Active,TRF-9DCB9331,,TRF-E76BD6C8,
LINE-FB524769,Line_1251,Cable,30.43,20kV,20-11-20,148,Active,TRF-9DCB9331,,TRF-A86A34EA,
LINE-F7E154F3,Line_1252,Underground,12.96,20kV,17-10-24,18,Active,TRF-9B71805D,,TRF-A240EA7E,
LINE-DF1A6038,Line_1253,Underground,12.56,10kV,13-01-21,142,Active,TRF-267B1BFD,,TRF-B39A11B8,
LINE-639DFBBF,Line_1254,Overhead,41.13,10kV,23-06-12,197,Active,TRF-A55B1271,,TRF-D63FE7A6,
LINE-00C4B7F9,Line_1255,Underground,32.77,10kV,27-08-03,182,Active,TRF-274927A9,,TRF-E7B5D2B2,
LINE-ADA1B443,Line_1256,Overhead,0.28,10kV,01-09-07,35,Active,TRF-29127733,,TRF-B460742F,
LINE-DC3943E5,Line_1257,Cable,34.5,110kV,23-07-18,98,Active,TRF-D0D411E6,,TRF-3153E252,
LINE-116E9898,Line_1258,Underground,3.36,10kV,26-01-18,186,Active,TRF-AA0A3F66,,TRF-7B4E7F3C,
LINE-69662B46,Line_1259,Underground,20.11,10kV,31-08-01,47,Active,TRF-889D0013,,TRF-2D7E8F64,
LINE-112B7A5F,Line_1260,Underground,30.04,10kV,20-06-11,199,Active,TRF-491C717B,,,SUB-C79493BC
LINE-F1760DF9,Line_1261,Overhead,1.98,10kV,13-11-14,32,Under_Repair,TRF-DF673EA2,,TRF-BDD21126,
LINE-C7378CAC,Line_1262,Cable,24.96,20kV,13-06-09,191,Active,TRF-6BC9B517,,TRF-DDA531DC,
LINE-B7C28EFE,Line_1263,Cable,41.53,10kV,02-09-03,88,Active,TRF-89E577D6,,TRF-6D1117C8,
LINE-FA22257F,Line_1264,Overhead,34.87,10kV,10-07-03,62,Active,TRF-DDD036A1,,TRF-92ADAEC2,
LINE-417D0B34,Line_1265,Overhead,19.64,20kV,25-11-14,163,Under_Repair,TRF-4CA4AB1D,,TRF-14AF2EA3,
LINE-F7A0E114,Line_1266,Cable,3.2,110kV,03-07-24,136,Active,TRF-151EF5FB,,TRF-027533AD,
LINE-237BFA68,Line_1267,Overhead,33.3,10kV,05-05-02,41,Under_Repair,TRF-DB32B9ED,,TRF-9FD98202,
LINE-199E4CBD,Line_1268,Overhead,13.73,20kV,03-05-01,23,Active,,SUB-DF8BD915,TRF-DF673EA2,
LINE-9C898917,Line_1269,Overhead,19.49,20kV,29-08-02,172,Under_Repair,TRF-7B4E7F3C,,TRF-2B0B7D5C,
LINE-015CA3DB,Line_1270,Cable,30.64,20kV,19-04-12,121,Under_Repair,TRF-C74B2789,,TRF-FC566C78,
LINE-E44C2BEC,Line_1271,Underground,40.21,110kV,29-01-06,168,Active,TRF-47CA2566,,TRF-2CE9C9CD,
LINE-F284C4D2,Line_1272,Overhead,18.19,10kV,04-10-24,24,Active,TRF-5921A4D8,,TRF-77900C3E,
LINE-B1DF89BF,Line_1273,Underground,5.33,10kV,18-04-10,89,Under_Repair,TRF-97D00D87,,TRF-D0349D6D,
LINE-13C76520,Line_1274,Underground,43.28,10kV,28-03-08,165,Active,TRF-9456C4AF,,TRF-F38CDC1C,
LINE-6D90B3D2,Line_1275,Underground,6,10kV,07-05-08,175,Under_Repair,TRF-A1B5D130,,TRF-BB2849CF,
LINE-28035995,Line_1276,Cable,41.47,10kV,05-01-19,31,Under_Repair,TRF-40504914,,TRF-51A546C1,
LINE-8932D26B,Line_1277,Underground,20.11,10kV,28-06-16,171,Active,TRF-A09858AB,,TRF-7DE516F5,
LINE-1EB81ADC,Line_1278,Underground,38.45,20kV,29-04-14,151,Under_Repair,TRF-89E3ADC4,,TRF-99287DD4,
LINE-04DAC28D,Line_1279,Cable,13.75,20kV,23-10-02,72,Active,TRF-FF6AF00B,,TRF-E030BC53,
LINE-8FF0E82E,Line_1280,Overhead,43.89,20kV,19-12-16,79,Active,TRF-975C276C,,TRF-CE5A2DA3,
LINE-97FD0AA2,Line_1281,Cable,11.03,110kV,24-04-06,34,Active,TRF-1358C72D,,TRF-6AE1A667,
LINE-030BFBE7,Line_1282,Underground,17.39,20kV,06-01-09,91,Active,TRF-A92173D8,,TRF-AECCCF97,
LINE-1A7D6272,Line_1283,Cable,45.08,110kV,09-08-03,104,Active,TRF-FA0E9F44,,TRF-D76F1C7E,
LINE-3FAE6706,Line_1284,Underground,13.91,20kV,10-09-08,62,Active,TRF-92ADAEC2,,TRF-4F74CDB1,
LINE-52BEF66E,Line_1285,Cable,8.78,10kV,12-07-04,80,Under_Repair,TRF-11C0AE49,,TRF-47AA6478,
LINE-22340832,Line_1286,Underground,47.76,10kV,14-07-01,155,Under_Repair,TRF-9CDF3283,,,SUB-7C440BA9
LINE-656070FB,Line_1287,Cable,43.67,110kV,02-04-08,62,Active,TRF-6886D754,,TRF-80ACACC9,
LINE-7913858B,Line_1288,Underground,10.59,20kV,02-05-10,88,Active,TRF-89E3ADC4,,TRF-43C9B1EB,
LINE-90E27D2B,Line_1289,Overhead,16.52,10kV,14-12-21,154,Under_Repair,TRF-79B90513,,TRF-925C6BAE,
LINE-598F4DED,Line_1290,Cable,40.56,10kV,14-08-14,42,Active,TRF-14162C4E,,TRF-CE5A2DA3,
LINE-621D78CA,Line_1291,Overhead,25.41,110kV,17-10-21,147,Active,TRF-49D8A5CA,,TRF-EA18190E,
LINE-86616BF8,Line_1292,Overhead,15.9,110kV,24-06-11,157,Under_Repair,TRF-B5213C6A,,TRF-53C9515A,
LINE-E898B912,Line_1293,Cable,20.55,10kV,05-08-17,150,Active,TRF-A047379E,,TRF-0A2470FD,
LINE-097B3EEA,Line_1294,Underground,22.9,20kV,26-11-08,35,Active,TRF-B96CAB5D,,TRF-D29AC343,
LINE-9CFBCA36,Line_1295,Cable,20.05,110kV,23-08-20,66,Active,,SUB-E4F41F7A,TRF-C45FE69B,
LINE-F8297FC1,Line_1296,Cable,27.77,10kV,08-01-12,105,Active,TRF-AF225B11,,TRF-F4D7EC4F,
LINE-01EEE233,Line_1297,Cable,23.6,20kV,22-04-09,158,Active,TRF-0FEE19EA,,TRF-B7C1A947,
LINE-21D2EFD2,Line_1298,Underground,2.59,110kV,08-10-16,16,Active,TRF-5AA9C652,,TRF-1F42D6D6,
LINE-C9B38530,Line_1299,Underground,13.15,10kV,13-03-01,175,Active,TRF-772286D5,,TRF-EBA734A9,
LINE-C8B54804,Line_1300,Cable,0.33,10kV,21-08-20,147,Active,TRF-958E664E,,TRF-45DD0019,
LINE-9DCAE458,Line_1301,Underground,13.02,10kV,27-07-17,140,Under_Repair,TRF-8BF03934,,TRF-9EE7DA66,
LINE-7414BFD1,Line_1302,Overhead,20.48,10kV,31-08-19,1,Active,TRF-95285C9E,,TRF-7DDBAB0F,
LINE-96F156E7,Line_1303,Cable,47.99,20kV,18-03-17,81,Active,,SUB-7C440BA9,TRF-DDD036A1,
LINE-29EB84CE,Line_1304,Cable,5.09,20kV,05-11-04,30,Active,TRF-47070067,,TRF-B758B740,
LINE-6902F624,Line_1305,Cable,21.67,10kV,17-05-09,124,Active,TRF-7E800AC8,,TRF-1A519A7B,
LINE-8C7CCCCE,Line_1306,Cable,23.03,10kV,27-10-16,139,Under_Repair,TRF-9098F318,,TRF-FD7D0425,
LINE-6F46252C,Line_1307,Cable,34.96,110kV,29-07-20,97,Active,,SUB-C729E33A,TRF-75484DDF,
LINE-B8E6CB6F,Line_1308,Underground,11,110kV,24-02-09,182,Active,TRF-59AD4C80,,TRF-6482900D,
LINE-138071EF,Line_1309,Cable,33.41,10kV,05-01-13,76,Active,TRF-D1A160DC,,TRF-56EEA5FD,
LINE-2BEB2E13,Line_1310,Cable,21.47,10kV,16-05-13,141,Active,TRF-E9A52B26,,TRF-3DD704FC,
LINE-2ED2A6FC,Line_1311,Cable,36.94,10kV,26-03-05,36,Under_Repair,TRF-80ACACC9,,TRF-67EFA29F,
LINE-4C86B5BE,Line_1312,Underground,15.03,10kV,05-10-10,86,Active,TRF-DD6C935E,,,SUB-7C440BA9
LINE-12CE977F,Line_1313,Overhead,39.66,10kV,06-05-01,66,Active,TRF-2E4AB2B1,,TRF-6135FC2B,
LINE-CBAFC574,Line_1314,Underground,9.6,110kV,13-05-24,186,Active,TRF-5E508577,,,SUB-AB0AC15E
LINE-1D68AA6C,Line_1315,Overhead,41.53,20kV,30-07-09,180,Active,TRF-23350537,,TRF-2C115029,
LINE-64D7D2E4,Line_1316,Overhead,49.23,20kV,30-01-00,14,Active,TRF-C3008570,,TRF-3C7E72AC,
LINE-26A02868,Line_1317,Overhead,20,110kV,14-07-16,61,Under_Repair,TRF-08413469,,TRF-4E47D05A,
LINE-FD2BFDDD,Line_1318,Cable,21.34,10kV,18-09-04,52,Active,TRF-9098F318,,TRF-69D82438,
LINE-CDBCFA6C,Line_1319,Cable,36.02,20kV,15-01-23,98,Active,TRF-120EC3FA,,TRF-2C08C4F9,
LINE-4EA58F03,Line_1320,Cable,42.76,20kV,08-04-09,25,Active,TRF-7B4213B3,,TRF-022AA10C,
LINE-89810BC3,Line_1321,Underground,12.79,10kV,06-05-00,83,Under_Repair,TRF-65C0BB75,,TRF-CA3508AF,
LINE-70BA7934,Line_1322,Overhead,44.51,10kV,12-05-21,136,Active,TRF-76CC36F0,,TRF-B5AF16ED,
LINE-129A17D5,Line_1323,Underground,15.3,10kV,24-07-02,71,Active,TRF-B7ACA090,,TRF-6D7A48CF,
LINE-CCBA72FC,Line_1324,Underground,24.12,110kV,24-02-10,154,Active,TRF-E0EFBB20,,TRF-38E0E487,
LINE-AED2EFA7,Line_1325,Overhead,43.86,10kV,07-09-11,9,Under_Repair,TRF-2DA4FCCC,,TRF-FFFC8FF8,
LINE-078CCC66,Line_1326,Overhead,4.32,10kV,27-12-09,152,Active,TRF-AA0A3F66,,TRF-4DF4D21D,
LINE-CA99B8F3,Line_1327,Overhead,14.27,10kV,04-08-17,54,Under_Repair,TRF-E52892A6,,TRF-064CB815,
LINE-32793D0F,Line_1328,Cable,43.02,10kV,21-02-05,165,Active,TRF-16AA895A,,,SUB-0F2A0504
LINE-928153ED,Line_1329,Overhead,19.74,20kV,08-05-17,137,Active,TRF-EE8EB8E2,,TRF-6135FC2B,
LINE-91E3E890,Line_1330,Underground,26.76,110kV,13-02-10,71,Active,TRF-CED4F024,,TRF-26116DBA,
LINE-F724B496,Line_1331,Overhead,39.38,20kV,24-07-00,73,Active,,SUB-DF8BD915,TRF-B157CFA1,
LINE-06000C4A,Line_1332,Underground,47.39,20kV,02-03-12,2,Active,TRF-F79CD9A0,,TRF-151EF5FB,
LINE-5227A4BD,Line_1333,Cable,0.51,10kV,03-03-03,167,Active,TRF-633BF690,,TRF-09CC8D07,
LINE-1DE702D7,Line_1334,Underground,38.34,110kV,19-07-12,117,Under_Repair,,SUB-C0591BC3,TRF-D098E98A,
LINE-C2C4FCD3,Line_1335,Cable,20.72,110kV,14-01-15,67,Active,TRF-67EFA29F,,,SUB-39ABA805
LINE-81D8CADB,Line_1336,Underground,1.01,110kV,21-02-16,181,Active,TRF-91CA4481,,TRF-061D245B,
LINE-A26629CB,Line_1337,Cable,19.69,10kV,24-07-11,69,Under_Repair,TRF-67473465,,TRF-91AF61EA,
LINE-9569059B,Line_1338,Cable,42.73,20kV,30-07-15,180,Active,TRF-D9F376F1,,TRF-EF02224C,
LINE-C4523877,Line_1339,Underground,26.71,20kV,20-03-17,82,Under_Repair,TRF-07262C24,,TRF-4F74CDB1,
LINE-B251FF01,Line_1340,Overhead,31.28,110kV,02-07-08,116,Active,TRF-08413469,,TRF-66B22010,
LINE-FACF6A0F,Line_1341,Underground,45.86,10kV,01-12-09,136,Active,TRF-B55B7694,,TRF-DB32B9ED,
LINE-D45CC32B,Line_1342,Overhead,8.37,20kV,24-05-00,188,Active,TRF-089B7C48,,TRF-571621EB,
LINE-678DADD3,Line_1343,Cable,7.28,10kV,11-01-19,64,Active,TRF-79F60FF0,,TRF-76CB9603,
LINE-8E7860FC,Line_1344,Overhead,3.95,110kV,28-11-02,143,Active,TRF-C771C6A7,,TRF-DCDEF8FC,
LINE-16C11E66,Line_1345,Overhead,44.46,110kV,06-11-00,50,Under_Repair,TRF-8F74F7DF,,TRF-7161D556,
LINE-8D6D53C2,Line_1346,Underground,1.12,10kV,09-04-07,77,Active,TRF-FC566C78,,TRF-0B2FD564,
LINE-4395D697,Line_1347,Overhead,43.55,20kV,24-04-22,19,Active,,SUB-4DF7C565,TRF-CA866BB8,
LINE-66EE06A2,Line_1348,Cable,0.66,10kV,14-09-17,94,Active,TRF-741A0C2E,,TRF-14F16957,
LINE-0888A51F,Line_1349,Cable,16.71,20kV,25-04-13,104,Active,TRF-01867AEB,,TRF-CCF086B3,
LINE-A0811C1A,Line_1350,Overhead,26.89,10kV,15-12-04,48,Active,TRF-79F60FF0,,TRF-A9A9198F,
LINE-D25FCB8C,Line_1351,Underground,39.86,110kV,22-03-04,123,Active,TRF-A5276E14,,TRF-88D28E35,
LINE-C3796B0F,Line_1352,Cable,25.17,20kV,31-10-18,98,Active,,SUB-7C440BA9,TRF-89E577D6,
LINE-A6C54C8B,Line_1353,Cable,9.41,110kV,17-01-01,25,Active,TRF-C7EC78F6,,TRF-5598A61C,
LINE-F551E061,Line_1354,Overhead,29.96,10kV,26-12-06,89,Under_Repair,TRF-24540C21,,TRF-A9E458B4,
LINE-46663C55,Line_1355,Overhead,17.53,20kV,23-08-08,83,Active,TRF-B2586600,,TRF-2D7E8F64,
LINE-001D35AD,Line_1356,Underground,22.82,20kV,26-06-24,75,Active,TRF-49D04B33,,TRF-D35ECAB2,
LINE-6DC43C13,Line_1357,Cable,17.23,10kV,07-07-00,152,Active,TRF-8353F576,,TRF-093320BE,
LINE-1B3F871A,Line_1358,Overhead,21.05,110kV,16-04-13,193,Active,TRF-0AB555BF,,TRF-0FEE19EA,
LINE-85697A43,Line_1359,Overhead,10.64,10kV,15-02-07,144,Active,TRF-AB387FAC,,TRF-49071570,
LINE-DFDC8D5D,Line_1360,Underground,24.74,10kV,04-03-14,149,Active,TRF-1F42D6D6,,TRF-B001C8CB,
LINE-D36D1194,Line_1361,Cable,27.05,10kV,20-11-18,131,Active,TRF-A6A37DB7,,,SUB-DB0F9F12
LINE-A9DE6DD2,Line_1362,Underground,34.97,20kV,12-04-23,74,Active,TRF-80D15076,,TRF-AB696DB6,
LINE-8AEC6777,Line_1363,Overhead,22.82,10kV,22-06-13,135,Active,TRF-0C2DC494,,TRF-60034C8B,
LINE-6019A7BE,Line_1364,Cable,33.6,20kV,06-04-11,144,Active,,SUB-50FF5DDB,TRF-F3F6F533,
LINE-8BD10159,Line_1365,Cable,0.29,10kV,02-11-11,9,Active,TRF-24540C21,,TRF-6FEAA59A,
LINE-EA4226CD,Line_1366,Cable,27.62,20kV,17-06-23,150,Active,TRF-B64D34A7,,TRF-FEFB02A4,
LINE-956CE242,Line_1367,Underground,42.44,10kV,12-08-06,137,Under_Repair,TRF-B0DE7F22,,TRF-04256928,
LINE-94B89220,Line_1368,Underground,14.25,10kV,17-05-01,2,Active,TRF-F4D7EC4F,,TRF-0F2C99BE,
LINE-233876F6,Line_1369,Underground,6.75,20kV,30-09-05,134,Active,TRF-0A6F06FE,,TRF-BDD21126,
LINE-29A6BC92,Line_1370,Cable,19.69,10kV,21-12-22,47,Active,TRF-254482B2,,TRF-1358C72D,
LINE-D56805A4,Line_1371,Overhead,14.76,110kV,13-01-01,21,Active,TRF-A96E1F13,,,SUB-77EE3F2A
LINE-985D3F10,Line_1372,Underground,17.2,10kV,02-11-21,7,Active,TRF-3724A5F6,,TRF-5E508577,
LINE-EE068CE5,Line_1373,Underground,10.33,110kV,12-01-10,91,Active,TRF-A5276E14,,TRF-775DC4DD,
LINE-47D9C9F4,Line_1374,Underground,44.47,20kV,24-05-23,163,Active,TRF-D3461B04,,TRF-30E07BC5,
LINE-8029F212,Line_1375,Underground,23.95,20kV,23-01-01,134,Under_Repair,TRF-6F0C2DFF,,TRF-0A2470FD,
LINE-1E59AA3E,Line_1376,Underground,26.67,20kV,24-03-08,57,Under_Repair,TRF-CDD97FCD,,TRF-C771C6A7,
LINE-11972614,Line_1377,Cable,39.8,10kV,07-05-14,161,Active,TRF-5E15F19D,,,SUB-C031CE7E
LINE-5E4FD026,Line_1378,Overhead,18.2,10kV,26-08-22,48,Under_Repair,TRF-785EE810,,TRF-FB140D71,
LINE-3C6A34F2,Line_1379,Cable,38.02,10kV,11-02-09,178,Active,TRF-3DD704FC,,TRF-04136431,
LINE-EBAFAB38,Line_1380,Cable,6.63,20kV,01-03-15,161,Active,TRF-95B0C3F2,,TRF-FBDFA611,
